Wavelength [A],flux (measured at 1 au) [erg/cm^2/s/A]
1055.76,1.30284e-02
1055.77,1.30011e-02
1055.78,1.29739e-02
1055.79,1.29467e-02
1055.80,1.29197e-02
1055.81,1.28927e-02
1055.82,1.28659e-02
1055.83,1.28392e-02
1055.84,1.28125e-02
1055.85,1.27861e-02
1055.86,1.27597e-02
1055.87,1.27334e-02
1055.88,1.27073e-02
1055.89,1.26813e-02
1055.90,1.26555e-02
1055.91,1.26298e-02
1055.92,1.26042e-02
1055.93,1.25788e-02
1055.94,1.25535e-02
1055.95,1.25284e-02
1055.96,1.25034e-02
1055.97,1.24786e-02
1055.98,1.24540e-02
1055.99,1.24295e-02
1056.00,1.24052e-02
1056.01,1.23811e-02
1056.02,1.23571e-02
1056.03,1.23334e-02
1056.04,1.23098e-02
1056.05,1.22863e-02
1056.06,1.22631e-02
1056.07,1.22401e-02
1056.08,1.22172e-02
1056.09,1.21945e-02
1056.10,1.21720e-02
1056.11,1.21498e-02
1056.12,1.21277e-02
1056.13,1.21058e-02
1056.14,1.20841e-02
1056.15,1.20626e-02
1056.16,1.20413e-02
1056.17,1.20202e-02
1056.18,1.19993e-02
1056.19,1.19787e-02
1056.20,1.19582e-02
1056.21,1.19380e-02
1056.22,1.19179e-02
1056.23,1.18981e-02
1056.24,1.18785e-02
1056.25,1.18591e-02
1056.26,1.18399e-02
1056.27,1.18209e-02
1056.28,1.18021e-02
1056.29,1.17836e-02
1056.30,1.17652e-02
1056.31,1.17471e-02
1056.32,1.17292e-02
1056.33,1.17115e-02
1056.34,1.16941e-02
1056.35,1.16768e-02
1056.36,1.16598e-02
1056.37,1.16429e-02
1056.38,1.16263e-02
1056.39,1.16099e-02
1056.40,1.15938e-02
1056.41,1.15778e-02
1056.42,1.15621e-02
1056.43,1.15465e-02
1056.44,1.15312e-02
1056.45,1.15161e-02
1056.46,1.15012e-02
1056.47,1.14865e-02
1056.48,1.14721e-02
1056.49,1.14578e-02
1056.50,1.14438e-02
1056.51,1.14299e-02
1056.52,1.14163e-02
1056.53,1.14028e-02
1056.54,1.13896e-02
1056.55,1.13766e-02
1056.56,1.13638e-02
1056.57,1.13511e-02
1056.58,1.13387e-02
1056.59,1.13265e-02
1056.60,1.13144e-02
1056.61,1.13026e-02
1056.62,1.12910e-02
1056.63,1.12795e-02
1056.64,1.12682e-02
1056.65,1.12571e-02
1056.66,1.12463e-02
1056.67,1.12355e-02
1056.68,1.12250e-02
1056.69,1.12147e-02
1056.70,1.12045e-02
1056.71,1.11945e-02
1056.72,1.11847e-02
1056.73,1.11750e-02
1056.74,1.11655e-02
1056.75,1.11562e-02
1056.76,1.11470e-02
1056.77,1.11380e-02
1056.78,1.11292e-02
1056.79,1.11205e-02
1056.80,1.11120e-02
1056.81,1.11037e-02
1056.82,1.10954e-02
1056.83,1.10874e-02
1056.84,1.10795e-02
1056.85,1.10717e-02
1056.86,1.10640e-02
1056.87,1.10565e-02
1056.88,1.10492e-02
1056.89,1.10420e-02
1056.90,1.10349e-02
1056.91,1.10279e-02
1056.92,1.10210e-02
1056.93,1.10143e-02
1056.94,1.10077e-02
1056.95,1.10012e-02
1056.96,1.09949e-02
1056.97,1.09886e-02
1056.98,1.09825e-02
1056.99,1.09764e-02
1057.00,1.09705e-02
1057.01,1.09647e-02
1057.02,1.09589e-02
1057.03,1.09533e-02
1057.04,1.09478e-02
1057.05,1.09423e-02
1057.06,1.09370e-02
1057.07,1.09317e-02
1057.08,1.09265e-02
1057.09,1.09214e-02
1057.10,1.09163e-02
1057.11,1.09114e-02
1057.12,1.09065e-02
1057.13,1.09017e-02
1057.14,1.08969e-02
1057.15,1.08923e-02
1057.16,1.08876e-02
1057.17,1.08831e-02
1057.18,1.08786e-02
1057.19,1.08741e-02
1057.20,1.08697e-02
1057.21,1.08654e-02
1057.22,1.08611e-02
1057.23,1.08568e-02
1057.24,1.08526e-02
1057.25,1.08484e-02
1057.26,1.08443e-02
1057.27,1.08402e-02
1057.28,1.08361e-02
1057.29,1.08321e-02
1057.30,1.08281e-02
1057.31,1.08241e-02
1057.32,1.08201e-02
1057.33,1.08162e-02
1057.34,1.08123e-02
1057.35,1.08084e-02
1057.36,1.08045e-02
1057.37,1.08006e-02
1057.38,1.07967e-02
1057.39,1.07928e-02
1057.40,1.07890e-02
1057.41,1.07851e-02
1057.42,1.07813e-02
1057.43,1.07774e-02
1057.44,1.07736e-02
1057.45,1.07697e-02
1057.46,1.07659e-02
1057.47,1.07620e-02
1057.48,1.07581e-02
1057.49,1.07542e-02
1057.50,1.07503e-02
1057.51,1.07464e-02
1057.52,1.07425e-02
1057.53,1.07385e-02
1057.54,1.07345e-02
1057.55,1.07305e-02
1057.56,1.07265e-02
1057.57,1.07225e-02
1057.58,1.07184e-02
1057.59,1.07143e-02
1057.60,1.07102e-02
1057.61,1.07061e-02
1057.62,1.07019e-02
1057.63,1.06977e-02
1057.64,1.06935e-02
1057.65,1.06892e-02
1057.66,1.06849e-02
1057.67,1.06805e-02
1057.68,1.06761e-02
1057.69,1.06717e-02
1057.70,1.06673e-02
1057.71,1.06628e-02
1057.72,1.06583e-02
1057.73,1.06537e-02
1057.74,1.06491e-02
1057.75,1.06444e-02
1057.76,1.06397e-02
1057.77,1.06350e-02
1057.78,1.06302e-02
1057.79,1.06253e-02
1057.80,1.06205e-02
1057.81,1.06156e-02
1057.82,1.06106e-02
1057.83,1.06056e-02
1057.84,1.06005e-02
1057.85,1.05954e-02
1057.86,1.05903e-02
1057.87,1.05851e-02
1057.88,1.05798e-02
1057.89,1.05746e-02
1057.90,1.05692e-02
1057.91,1.05639e-02
1057.92,1.05584e-02
1057.93,1.05530e-02
1057.94,1.05475e-02
1057.95,1.05419e-02
1057.96,1.05363e-02
1057.97,1.05307e-02
1057.98,1.05250e-02
1057.99,1.05192e-02
1058.00,1.05135e-02
1058.01,1.05077e-02
1058.02,1.05018e-02
1058.03,1.04959e-02
1058.04,1.04900e-02
1058.05,1.04840e-02
1058.06,1.04780e-02
1058.07,1.04719e-02
1058.08,1.04659e-02
1058.09,1.04597e-02
1058.10,1.04536e-02
1058.11,1.04474e-02
1058.12,1.04412e-02
1058.13,1.04349e-02
1058.14,1.04286e-02
1058.15,1.04223e-02
1058.16,1.04160e-02
1058.17,1.04096e-02
1058.18,1.04032e-02
1058.19,1.03968e-02
1058.20,1.03904e-02
1058.21,1.03839e-02
1058.22,1.03775e-02
1058.23,1.03710e-02
1058.24,1.03645e-02
1058.25,1.03580e-02
1058.26,1.03514e-02
1058.27,1.03449e-02
1058.28,1.03384e-02
1058.29,1.03318e-02
1058.30,1.03253e-02
1058.31,1.03187e-02
1058.32,1.03122e-02
1058.33,1.03056e-02
1058.34,1.02991e-02
1058.35,1.02925e-02
1058.36,1.02860e-02
1058.37,1.02795e-02
1058.38,1.02730e-02
1058.39,1.02665e-02
1058.40,1.02600e-02
1058.41,1.02535e-02
1058.42,1.02471e-02
1058.43,1.02407e-02
1058.44,1.02344e-02
1058.45,1.02280e-02
1058.46,1.02217e-02
1058.47,1.02155e-02
1058.48,1.02092e-02
1058.49,1.02030e-02
1058.50,1.01969e-02
1058.51,1.01908e-02
1058.52,1.01848e-02
1058.53,1.01788e-02
1058.54,1.01729e-02
1058.55,1.01671e-02
1058.56,1.01613e-02
1058.57,1.01556e-02
1058.58,1.01499e-02
1058.59,1.01443e-02
1058.60,1.01389e-02
1058.61,1.01335e-02
1058.62,1.01281e-02
1058.63,1.01229e-02
1058.64,1.01178e-02
1058.65,1.01128e-02
1058.66,1.01078e-02
1058.67,1.01030e-02
1058.68,1.00983e-02
1058.69,1.00937e-02
1058.70,1.00892e-02
1058.71,1.00849e-02
1058.72,1.00807e-02
1058.73,1.00766e-02
1058.74,1.00727e-02
1058.75,1.00689e-02
1058.76,1.00652e-02
1058.77,1.00617e-02
1058.78,1.00584e-02
1058.79,1.00552e-02
1058.80,1.00522e-02
1058.81,1.00493e-02
1058.82,1.00467e-02
1058.83,1.00442e-02
1058.84,1.00419e-02
1058.85,1.00398e-02
1058.86,1.00379e-02
1058.87,1.00362e-02
1058.88,1.00348e-02
1058.89,1.00335e-02
1058.90,1.00325e-02
1058.91,1.00317e-02
1058.92,1.00311e-02
1058.93,1.00308e-02
1058.94,1.00308e-02
1058.95,1.00310e-02
1058.96,1.00314e-02
1058.97,1.00321e-02
1058.98,1.00331e-02
1058.99,1.00344e-02
1059.00,1.00360e-02
1059.01,1.00379e-02
1059.02,1.00401e-02
1059.03,1.00426e-02
1059.04,1.00454e-02
1059.05,1.00486e-02
1059.06,1.00521e-02
1059.07,1.00559e-02
1059.08,1.00601e-02
1059.09,1.00647e-02
1059.10,1.00696e-02
1059.11,1.00750e-02
1059.12,1.00807e-02
1059.13,1.00868e-02
1059.14,1.00933e-02
1059.15,1.01003e-02
1059.16,1.01076e-02
1059.17,1.01154e-02
1059.18,1.01237e-02
1059.19,1.01324e-02
1059.20,1.01416e-02
1059.21,1.01513e-02
1059.22,1.01614e-02
1059.23,1.01721e-02
1059.24,1.01832e-02
1059.25,1.01949e-02
1059.26,1.02072e-02
1059.27,1.02200e-02
1059.28,1.02333e-02
1059.29,1.02472e-02
1059.30,1.02617e-02
1059.31,1.02768e-02
1059.32,1.02925e-02
1059.33,1.03088e-02
1059.34,1.03257e-02
1059.35,1.03433e-02
1059.36,1.03616e-02
1059.37,1.03805e-02
1059.38,1.04002e-02
1059.39,1.04205e-02
1059.40,1.04415e-02
1059.41,1.04633e-02
1059.42,1.04858e-02
1059.43,1.05091e-02
1059.44,1.05332e-02
1059.45,1.05581e-02
1059.46,1.05837e-02
1059.47,1.06102e-02
1059.48,1.06376e-02
1059.49,1.06658e-02
1059.50,1.06949e-02
1059.51,1.07248e-02
1059.52,1.07557e-02
1059.53,1.07875e-02
1059.54,1.08203e-02
1059.55,1.08540e-02
1059.56,1.08887e-02
1059.57,1.09244e-02
1059.58,1.09611e-02
1059.59,1.09989e-02
1059.60,1.10377e-02
1059.61,1.10776e-02
1059.62,1.11186e-02
1059.63,1.11607e-02
1059.64,1.12040e-02
1059.65,1.12484e-02
1059.66,1.12940e-02
1059.67,1.13408e-02
1059.68,1.13888e-02
1059.69,1.14381e-02
1059.70,1.14886e-02
1059.71,1.15404e-02
1059.72,1.15936e-02
1059.73,1.16480e-02
1059.74,1.17039e-02
1059.75,1.17611e-02
1059.76,1.18197e-02
1059.77,1.18797e-02
1059.78,1.19412e-02
1059.79,1.20042e-02
1059.80,1.20687e-02
1059.81,1.21347e-02
1059.82,1.22023e-02
1059.83,1.22714e-02
1059.84,1.23422e-02
1059.85,1.24146e-02
1059.86,1.24886e-02
1059.87,1.25643e-02
1059.88,1.26417e-02
1059.89,1.27209e-02
1059.90,1.28018e-02
1059.91,1.28846e-02
1059.92,1.29691e-02
1059.93,1.30555e-02
1059.94,1.31437e-02
1059.95,1.32339e-02
1059.96,1.33260e-02
1059.97,1.34201e-02
1059.98,1.35161e-02
1059.99,1.36142e-02
1060.00,1.37143e-02
1060.01,1.38165e-02
1060.02,1.39208e-02
1060.03,1.40272e-02
1060.04,1.41358e-02
1060.05,1.42466e-02
1060.06,1.43596e-02
1060.07,1.44749e-02
1060.08,1.45925e-02
1060.09,1.47123e-02
1060.10,1.48346e-02
1060.11,1.49592e-02
1060.12,1.50862e-02
1060.13,1.52156e-02
1060.14,1.53476e-02
1060.15,1.54820e-02
1060.16,1.56190e-02
1060.17,1.57585e-02
1060.18,1.59006e-02
1060.19,1.60454e-02
1060.20,1.61928e-02
1060.21,1.63429e-02
1060.22,1.64957e-02
1060.23,1.66513e-02
1060.24,1.68097e-02
1060.25,1.69709e-02
1060.26,1.71349e-02
1060.27,1.73018e-02
1060.28,1.74716e-02
1060.29,1.76444e-02
1060.30,1.78201e-02
1060.31,1.79988e-02
1060.32,1.81806e-02
1060.33,1.83654e-02
1060.34,1.85534e-02
1060.35,1.87444e-02
1060.36,1.89386e-02
1060.37,1.91360e-02
1060.38,1.93366e-02
1060.39,1.95404e-02
1060.40,1.97475e-02
1060.41,1.99579e-02
1060.42,2.01717e-02
1060.43,2.03888e-02
1060.44,2.06093e-02
1060.45,2.08332e-02
1060.46,2.10605e-02
1060.47,2.12913e-02
1060.48,2.15256e-02
1060.49,2.17634e-02
1060.50,2.20048e-02
1060.51,2.22497e-02
1060.52,2.24983e-02
1060.53,2.27504e-02
1060.54,2.30062e-02
1060.55,2.32657e-02
1060.56,2.35289e-02
1060.57,2.37958e-02
1060.58,2.40664e-02
1060.59,2.43408e-02
1060.60,2.46189e-02
1060.61,2.49009e-02
1060.62,2.51867e-02
1060.63,2.54763e-02
1060.64,2.57697e-02
1060.65,2.60671e-02
1060.66,2.63683e-02
1060.67,2.66735e-02
1060.68,2.69825e-02
1060.69,2.72955e-02
1060.70,2.76125e-02
1060.71,2.79334e-02
1060.72,2.82583e-02
1060.73,2.85872e-02
1060.74,2.89201e-02
1060.75,2.92570e-02
1060.76,2.95979e-02
1060.77,2.99429e-02
1060.78,3.02919e-02
1060.79,3.06449e-02
1060.80,3.10020e-02
1060.81,3.13631e-02
1060.82,3.17283e-02
1060.83,3.20975e-02
1060.84,3.24708e-02
1060.85,3.28482e-02
1060.86,3.32296e-02
1060.87,3.36150e-02
1060.88,3.40046e-02
1060.89,3.43981e-02
1060.90,3.47958e-02
1060.91,3.51974e-02
1060.92,3.56031e-02
1060.93,3.60128e-02
1060.94,3.64265e-02
1060.95,3.68442e-02
1060.96,3.72660e-02
1060.97,3.76916e-02
1060.98,3.81213e-02
1060.99,3.85549e-02
1061.00,3.89924e-02
1061.01,3.94338e-02
1061.02,3.98792e-02
1061.03,4.03284e-02
1061.04,4.07814e-02
1061.05,4.12383e-02
1061.06,4.16989e-02
1061.07,4.21634e-02
1061.08,4.26315e-02
1061.09,4.31034e-02
1061.10,4.35790e-02
1061.11,4.40583e-02
1061.12,4.45411e-02
1061.13,4.50275e-02
1061.14,4.55175e-02
1061.15,4.60110e-02
1061.16,4.65080e-02
1061.17,4.70084e-02
1061.18,4.75122e-02
1061.19,4.80193e-02
1061.20,4.85298e-02
1061.21,4.90435e-02
1061.22,4.95604e-02
1061.23,5.00805e-02
1061.24,5.06036e-02
1061.25,5.11299e-02
1061.26,5.16591e-02
1061.27,5.21913e-02
1061.28,5.27264e-02
1061.29,5.32643e-02
1061.30,5.38050e-02
1061.31,5.43484e-02
1061.32,5.48945e-02
1061.33,5.54431e-02
1061.34,5.59943e-02
1061.35,5.65479e-02
1061.36,5.71039e-02
1061.37,5.76623e-02
1061.38,5.82229e-02
1061.39,5.87856e-02
1061.40,5.93505e-02
1061.41,5.99174e-02
1061.42,6.04863e-02
1061.43,6.10570e-02
1061.44,6.16295e-02
1061.45,6.22038e-02
1061.46,6.27797e-02
1061.47,6.33571e-02
1061.48,6.39360e-02
1061.49,6.45163e-02
1061.50,6.50979e-02
1061.51,6.56807e-02
1061.52,6.62646e-02
1061.53,6.68496e-02
1061.54,6.74355e-02
1061.55,6.80222e-02
1061.56,6.86097e-02
1061.57,6.91978e-02
1061.58,6.97865e-02
1061.59,7.03757e-02
1061.60,7.09652e-02
1061.61,7.15550e-02
1061.62,7.21450e-02
1061.63,7.27350e-02
1061.64,7.33250e-02
1061.65,7.39149e-02
1061.66,7.45045e-02
1061.67,7.50938e-02
1061.68,7.56826e-02
1061.69,7.62709e-02
1061.70,7.68585e-02
1061.71,7.74453e-02
1061.72,7.80312e-02
1061.73,7.86162e-02
1061.74,7.92000e-02
1061.75,7.97826e-02
1061.76,8.03639e-02
1061.77,8.09438e-02
1061.78,8.15221e-02
1061.79,8.20988e-02
1061.80,8.26737e-02
1061.81,8.32467e-02
1061.82,8.38177e-02
1061.83,8.43866e-02
1061.84,8.49533e-02
1061.85,8.55177e-02
1061.86,8.60795e-02
1061.87,8.66389e-02
1061.88,8.71955e-02
1061.89,8.77493e-02
1061.90,8.83002e-02
1061.91,8.88481e-02
1061.92,8.93928e-02
1061.93,8.99343e-02
1061.94,9.04724e-02
1061.95,9.10070e-02
1061.96,9.15380e-02
1061.97,9.20652e-02
1061.98,9.25887e-02
1061.99,9.31082e-02
1062.00,9.36236e-02
1062.01,9.41349e-02
1062.02,9.46418e-02
1062.03,9.51444e-02
1062.04,9.56425e-02
1062.05,9.61359e-02
1062.06,9.66246e-02
1062.07,9.71085e-02
1062.08,9.75874e-02
1062.09,9.80613e-02
1062.10,9.85300e-02
1062.11,9.89934e-02
1062.12,9.94515e-02
1062.13,9.99040e-02
1062.14,1.00351e-01
1062.15,1.00792e-01
1062.16,1.01228e-01
1062.17,1.01657e-01
1062.18,1.02081e-01
1062.19,1.02499e-01
1062.20,1.02910e-01
1062.21,1.03315e-01
1062.22,1.03714e-01
1062.23,1.04106e-01
1062.24,1.04492e-01
1062.25,1.04871e-01
1062.26,1.05243e-01
1062.27,1.05608e-01
1062.28,1.05967e-01
1062.29,1.06318e-01
1062.30,1.06663e-01
1062.31,1.07000e-01
1062.32,1.07330e-01
1062.33,1.07653e-01
1062.34,1.07968e-01
1062.35,1.08276e-01
1062.36,1.08577e-01
1062.37,1.08869e-01
1062.38,1.09154e-01
1062.39,1.09432e-01
1062.40,1.09701e-01
1062.41,1.09963e-01
1062.42,1.10216e-01
1062.43,1.10462e-01
1062.44,1.10700e-01
1062.45,1.10929e-01
1062.46,1.11151e-01
1062.47,1.11364e-01
1062.48,1.11569e-01
1062.49,1.11765e-01
1062.50,1.11953e-01
1062.51,1.12133e-01
1062.52,1.12305e-01
1062.53,1.12467e-01
1062.54,1.12622e-01
1062.55,1.12768e-01
1062.56,1.12905e-01
1062.57,1.13034e-01
1062.58,1.13154e-01
1062.59,1.13265e-01
1062.60,1.13368e-01
1062.61,1.13462e-01
1062.62,1.13547e-01
1062.63,1.13624e-01
1062.64,1.13692e-01
1062.65,1.13751e-01
1062.66,1.13801e-01
1062.67,1.13843e-01
1062.68,1.13876e-01
1062.69,1.13900e-01
1062.70,1.13915e-01
1062.71,1.13922e-01
1062.72,1.13919e-01
1062.73,1.13909e-01
1062.74,1.13889e-01
1062.75,1.13861e-01
1062.76,1.13824e-01
1062.77,1.13778e-01
1062.78,1.13723e-01
1062.79,1.13660e-01
1062.80,1.13589e-01
1062.81,1.13509e-01
1062.82,1.13420e-01
1062.83,1.13323e-01
1062.84,1.13217e-01
1062.85,1.13103e-01
1062.86,1.12980e-01
1062.87,1.12849e-01
1062.88,1.12710e-01
1062.89,1.12562e-01
1062.90,1.12407e-01
1062.91,1.12243e-01
1062.92,1.12071e-01
1062.93,1.11891e-01
1062.94,1.11703e-01
1062.95,1.11507e-01
1062.96,1.11303e-01
1062.97,1.11091e-01
1062.98,1.10872e-01
1062.99,1.10645e-01
1063.00,1.10410e-01
1063.01,1.10168e-01
1063.02,1.09918e-01
1063.03,1.09661e-01
1063.04,1.09396e-01
1063.05,1.09125e-01
1063.06,1.08846e-01
1063.07,1.08560e-01
1063.08,1.08267e-01
1063.09,1.07968e-01
1063.10,1.07661e-01
1063.11,1.07348e-01
1063.12,1.07028e-01
1063.13,1.06702e-01
1063.14,1.06369e-01
1063.15,1.06030e-01
1063.16,1.05685e-01
1063.17,1.05333e-01
1063.18,1.04976e-01
1063.19,1.04613e-01
1063.20,1.04243e-01
1063.21,1.03869e-01
1063.22,1.03488e-01
1063.23,1.03102e-01
1063.24,1.02711e-01
1063.25,1.02314e-01
1063.26,1.01912e-01
1063.27,1.01505e-01
1063.28,1.01093e-01
1063.29,1.00677e-01
1063.30,1.00255e-01
1063.31,9.98294e-02
1063.32,9.93989e-02
1063.33,9.89641e-02
1063.34,9.85251e-02
1063.35,9.80819e-02
1063.36,9.76348e-02
1063.37,9.71837e-02
1063.38,9.67289e-02
1063.39,9.62705e-02
1063.40,9.58086e-02
1063.41,9.53432e-02
1063.42,9.48747e-02
1063.43,9.44029e-02
1063.44,9.39282e-02
1063.45,9.34505e-02
1063.46,9.29701e-02
1063.47,9.24871e-02
1063.48,9.20015e-02
1063.49,9.15136e-02
1063.50,9.10233e-02
1063.51,9.05310e-02
1063.52,9.00366e-02
1063.53,8.95403e-02
1063.54,8.90423e-02
1063.55,8.85427e-02
1063.56,8.80415e-02
1063.57,8.75389e-02
1063.58,8.70351e-02
1063.59,8.65301e-02
1063.60,8.60242e-02
1063.61,8.55173e-02
1063.62,8.50097e-02
1063.63,8.45014e-02
1063.64,8.39926e-02
1063.65,8.34834e-02
1063.66,8.29740e-02
1063.67,8.24643e-02
1063.68,8.19547e-02
1063.69,8.14451e-02
1063.70,8.09357e-02
1063.71,8.04267e-02
1063.72,7.99180e-02
1063.73,7.94100e-02
1063.74,7.89026e-02
1063.75,7.83960e-02
1063.76,7.78903e-02
1063.77,7.73856e-02
1063.78,7.68820e-02
1063.79,7.63796e-02
1063.80,7.58786e-02
1063.81,7.53791e-02
1063.82,7.48811e-02
1063.83,7.43848e-02
1063.84,7.38902e-02
1063.85,7.33975e-02
1063.86,7.29068e-02
1063.87,7.24182e-02
1063.88,7.19318e-02
1063.89,7.14476e-02
1063.90,7.09659e-02
1063.91,7.04866e-02
1063.92,7.00098e-02
1063.93,6.95358e-02
1063.94,6.90645e-02
1063.95,6.85960e-02
1063.96,6.81305e-02
1063.97,6.76680e-02
1063.98,6.72086e-02
1063.99,6.67524e-02
1064.00,6.62995e-02
1064.01,6.58500e-02
1064.02,6.54039e-02
1064.03,6.49613e-02
1064.04,6.45223e-02
1064.05,6.40870e-02
1064.06,6.36555e-02
1064.07,6.32277e-02
1064.08,6.28039e-02
1064.09,6.23840e-02
1064.10,6.19682e-02
1064.11,6.15564e-02
1064.12,6.11488e-02
1064.13,6.07455e-02
1064.14,6.03464e-02
1064.15,5.99516e-02
1064.16,5.95613e-02
1064.17,5.91754e-02
1064.18,5.87940e-02
1064.19,5.84171e-02
1064.20,5.80449e-02
1064.21,5.76773e-02
1064.22,5.73145e-02
1064.23,5.69564e-02
1064.24,5.66030e-02
1064.25,5.62545e-02
1064.26,5.59109e-02
1064.27,5.55722e-02
1064.28,5.52384e-02
1064.29,5.49096e-02
1064.30,5.45859e-02
1064.31,5.42671e-02
1064.32,5.39535e-02
1064.33,5.36449e-02
1064.34,5.33415e-02
1064.35,5.30432e-02
1064.36,5.27501e-02
1064.37,5.24621e-02
1064.38,5.21794e-02
1064.39,5.19019e-02
1064.40,5.16297e-02
1064.41,5.13626e-02
1064.42,5.11009e-02
1064.43,5.08444e-02
1064.44,5.05932e-02
1064.45,5.03473e-02
1064.46,5.01067e-02
1064.47,4.98714e-02
1064.48,4.96413e-02
1064.49,4.94166e-02
1064.50,4.91971e-02
1064.51,4.89829e-02
1064.52,4.87741e-02
1064.53,4.85704e-02
1064.54,4.83721e-02
1064.55,4.81790e-02
1064.56,4.79911e-02
1064.57,4.78085e-02
1064.58,4.76311e-02
1064.59,4.74589e-02
1064.60,4.72918e-02
1064.61,4.71299e-02
1064.62,4.69732e-02
1064.63,4.68215e-02
1064.64,4.66750e-02
1064.65,4.65335e-02
1064.66,4.63970e-02
1064.67,4.62656e-02
1064.68,4.61391e-02
1064.69,4.60176e-02
1064.70,4.59010e-02
1064.71,4.57892e-02
1064.72,4.56823e-02
1064.73,4.55802e-02
1064.74,4.54829e-02
1064.75,4.53903e-02
1064.76,4.53024e-02
1064.77,4.52191e-02
1064.78,4.51405e-02
1064.79,4.50664e-02
1064.80,4.49968e-02
1064.81,4.49317e-02
1064.82,4.48709e-02
1064.83,4.48146e-02
1064.84,4.47626e-02
1064.85,4.47148e-02
1064.86,4.46713e-02
1064.87,4.46319e-02
1064.88,4.45966e-02
1064.89,4.45654e-02
1064.90,4.45382e-02
1064.91,4.45149e-02
1064.92,4.44955e-02
1064.93,4.44799e-02
1064.94,4.44681e-02
1064.95,4.44600e-02
1064.96,4.44555e-02
1064.97,4.44546e-02
1064.98,4.44572e-02
1064.99,4.44633e-02
1065.00,4.44727e-02
1065.01,4.44855e-02
1065.02,4.45015e-02
1065.03,4.45208e-02
1065.04,4.45431e-02
1065.05,4.45685e-02
1065.06,4.45969e-02
1065.07,4.46282e-02
1065.08,4.46624e-02
1065.09,4.46993e-02
1065.10,4.47389e-02
1065.11,4.47812e-02
1065.12,4.48261e-02
1065.13,4.48734e-02
1065.14,4.49232e-02
1065.15,4.49753e-02
1065.16,4.50297e-02
1065.17,4.50863e-02
1065.18,4.51451e-02
1065.19,4.52059e-02
1065.20,4.52687e-02
1065.21,4.53334e-02
1065.22,4.53999e-02
1065.23,4.54682e-02
1065.24,4.55382e-02
1065.25,4.56098e-02
1065.26,4.56829e-02
1065.27,4.57575e-02
1065.28,4.58335e-02
1065.29,4.59109e-02
1065.30,4.59894e-02
1065.31,4.60691e-02
1065.32,4.61500e-02
1065.33,4.62318e-02
1065.34,4.63146e-02
1065.35,4.63982e-02
1065.36,4.64827e-02
1065.37,4.65679e-02
1065.38,4.66537e-02
1065.39,4.67401e-02
1065.40,4.68270e-02
1065.41,4.69143e-02
1065.42,4.70020e-02
1065.43,4.70900e-02
1065.44,4.71782e-02
1065.45,4.72665e-02
1065.46,4.73550e-02
1065.47,4.74434e-02
1065.48,4.75317e-02
1065.49,4.76199e-02
1065.50,4.77079e-02
1065.51,4.77956e-02
1065.52,4.78830e-02
1065.53,4.79700e-02
1065.54,4.80564e-02
1065.55,4.81424e-02
1065.56,4.82277e-02
1065.57,4.83124e-02
1065.58,4.83963e-02
1065.59,4.84794e-02
1065.60,4.85616e-02
1065.61,4.86429e-02
1065.62,4.87232e-02
1065.63,4.88025e-02
1065.64,4.88807e-02
1065.65,4.89576e-02
1065.66,4.90334e-02
1065.67,4.91078e-02
1065.68,4.91809e-02
1065.69,4.92526e-02
1065.70,4.93229e-02
1065.71,4.93916e-02
1065.72,4.94587e-02
1065.73,4.95243e-02
1065.74,4.95881e-02
1065.75,4.96503e-02
1065.76,4.97106e-02
1065.77,4.97692e-02
1065.78,4.98258e-02
1065.79,4.98806e-02
1065.80,4.99334e-02
1065.81,4.99841e-02
1065.82,5.00329e-02
1065.83,5.00795e-02
1065.84,5.01240e-02
1065.85,5.01663e-02
1065.86,5.02063e-02
1065.87,5.02442e-02
1065.88,5.02797e-02
1065.89,5.03129e-02
1065.90,5.03437e-02
1065.91,5.03721e-02
1065.92,5.03980e-02
1065.93,5.04215e-02
1065.94,5.04425e-02
1065.95,5.04610e-02
1065.96,5.04768e-02
1065.97,5.04901e-02
1065.98,5.05008e-02
1065.99,5.05088e-02
1066.00,5.05142e-02
1066.01,5.05168e-02
1066.02,5.05168e-02
1066.03,5.05140e-02
1066.04,5.05084e-02
1066.05,5.05001e-02
1066.06,5.04890e-02
1066.07,5.04750e-02
1066.08,5.04582e-02
1066.09,5.04386e-02
1066.10,5.04161e-02
1066.11,5.03908e-02
1066.12,5.03626e-02
1066.13,5.03314e-02
1066.14,5.02974e-02
1066.15,5.02605e-02
1066.16,5.02206e-02
1066.17,5.01779e-02
1066.18,5.01322e-02
1066.19,5.00835e-02
1066.20,5.00320e-02
1066.21,4.99775e-02
1066.22,4.99200e-02
1066.23,4.98597e-02
1066.24,4.97964e-02
1066.25,4.97301e-02
1066.26,4.96610e-02
1066.27,4.95889e-02
1066.28,4.95139e-02
1066.29,4.94360e-02
1066.30,4.93553e-02
1066.31,4.92716e-02
1066.32,4.91850e-02
1066.33,4.90956e-02
1066.34,4.90033e-02
1066.35,4.89082e-02
1066.36,4.88102e-02
1066.37,4.87094e-02
1066.38,4.86058e-02
1066.39,4.84995e-02
1066.40,4.83904e-02
1066.41,4.82785e-02
1066.42,4.81639e-02
1066.43,4.80466e-02
1066.44,4.79266e-02
