Wavelength [A],flux (measured at 1 au) [erg/cm^2/s/A]
11.48,3.20079e+00
11.49,3.14884e+00
11.50,4.32148e+00
11.51,9.18880e+00
11.52,2.13755e+01
11.53,4.81106e+01
11.54,8.63461e+01
11.55,9.04447e+01
11.56,4.89574e+01
11.57,1.50227e+01
11.58,5.03530e+00
11.59,4.03845e+00
11.60,4.18859e+00
11.61,3.96919e+00
11.62,3.66252e+00
11.63,3.39051e+00
11.64,3.26466e+00
11.65,3.40807e+00
11.66,3.53257e+00
11.67,3.37506e+00
11.68,3.13525e+00
11.69,3.08020e+00
11.70,3.18262e+00
11.71,3.46392e+00
11.72,4.11497e+00
11.73,4.87921e+00
11.74,4.89075e+00
11.75,4.30681e+00
11.76,4.13136e+00
11.77,4.11525e+00
11.78,3.79188e+00
11.79,3.43467e+00
11.80,3.34294e+00
11.81,4.21325e+00
11.82,7.24223e+00
11.83,1.12033e+01
11.84,1.17723e+01
11.85,8.61497e+00
11.86,5.97477e+00
11.87,5.23085e+00
11.88,4.58293e+00
11.89,3.62428e+00
11.90,3.17435e+00
11.91,3.30803e+00
11.92,3.64306e+00
11.93,3.88165e+00
11.94,4.10125e+00
11.95,4.82320e+00
11.96,5.69569e+00
11.97,5.71925e+00
11.98,5.24464e+00
11.99,4.74073e+00
12.00,4.05466e+00
12.01,3.48809e+00
12.02,3.41147e+00
12.03,3.73556e+00
12.04,4.21682e+00
12.05,4.47437e+00
12.06,4.23042e+00
12.07,3.95382e+00
12.08,4.09756e+00
12.09,6.47226e+00
12.10,2.83553e+01
12.11,1.43994e+02
12.12,4.49698e+02
12.13,7.66872e+02
12.14,6.98031e+02
12.15,3.38687e+02
12.16,9.01187e+01
12.17,1.66185e+01
12.18,6.01745e+00
12.19,5.00909e+00
12.20,4.53809e+00
12.21,4.32859e+00
12.22,4.16724e+00
12.23,4.43499e+00
12.24,8.19882e+00
12.25,2.00548e+01
12.26,3.42009e+01
12.27,3.42393e+01
12.28,2.16216e+01
12.29,1.09415e+01
12.30,6.34684e+00
12.31,5.07861e+00
12.32,4.53812e+00
12.33,4.15537e+00
12.34,4.41813e+00
12.35,5.22584e+00
12.36,5.56864e+00
12.37,5.22215e+00
12.38,4.93455e+00
12.39,4.90575e+00
12.40,5.63051e+00
12.41,1.09569e+01
12.42,2.74064e+01
12.43,4.75921e+01
12.44,4.77336e+01
12.45,2.88060e+01
12.46,1.35772e+01
12.47,7.29132e+00
12.48,4.94354e+00
12.49,4.50585e+00
12.50,5.39965e+00
12.51,6.85320e+00
12.52,7.23316e+00
12.53,5.89409e+00
12.54,4.45961e+00
12.55,4.09012e+00
12.56,4.58598e+00
12.57,5.35946e+00
12.58,5.62674e+00
12.59,5.05970e+00
12.60,4.24571e+00
12.61,3.76988e+00
12.62,3.93338e+00
12.63,5.80120e+00
12.64,1.14801e+01
12.65,1.91175e+01
12.66,2.05281e+01
12.67,1.45513e+01
12.68,8.74733e+00
12.69,5.68236e+00
12.70,4.15231e+00
12.71,3.71350e+00
12.72,4.10491e+00
12.73,5.04044e+00
12.74,5.67668e+00
12.75,5.25401e+00
12.76,4.48690e+00
12.77,4.21498e+00
12.78,4.48889e+00
12.79,5.88847e+00
12.80,9.27095e+00
12.81,1.35801e+01
12.82,1.61863e+01
12.83,1.59749e+01
12.84,1.40066e+01
12.85,1.08655e+01
12.86,7.11952e+00
12.87,4.60580e+00
12.88,3.87317e+00
12.89,4.30626e+00
12.90,5.56333e+00
12.91,7.43199e+00
12.92,9.15919e+00
12.93,9.31589e+00
12.94,8.16428e+00
12.95,7.24653e+00
12.96,6.63132e+00
12.97,6.04735e+00
12.98,5.51147e+00
12.99,4.96186e+00
13.00,4.86568e+00
13.01,5.47574e+00
13.02,5.93475e+00
13.03,5.83146e+00
13.04,5.84368e+00
13.05,6.03608e+00
13.06,6.03250e+00
13.07,6.16016e+00
13.08,6.50709e+00
13.09,6.48627e+00
13.10,5.85470e+00
13.11,5.18571e+00
13.12,5.16682e+00
13.13,5.94029e+00
13.14,7.16982e+00
13.15,8.30599e+00
13.16,8.53737e+00
13.17,7.45811e+00
13.18,5.97091e+00
13.19,4.88208e+00
13.20,4.24708e+00
13.21,3.95414e+00
13.22,3.92024e+00
13.23,4.36113e+00
13.24,5.75367e+00
13.25,7.68575e+00
13.26,8.41982e+00
13.27,7.42425e+00
13.28,6.29480e+00
13.29,6.58815e+00
13.30,8.63106e+00
13.31,1.07768e+01
13.32,1.05943e+01
13.33,8.47036e+00
13.34,7.06660e+00
13.35,7.22493e+00
13.36,7.43863e+00
13.37,7.09345e+00
13.38,7.54217e+00
13.39,9.44829e+00
13.40,1.20124e+01
13.41,2.16790e+01
13.42,7.35622e+01
13.43,2.26371e+02
13.44,4.38589e+02
13.45,5.01983e+02
13.46,3.39689e+02
13.47,1.42453e+02
13.48,4.56961e+01
13.49,2.18288e+01
13.50,2.15662e+01
13.51,2.53919e+01
13.52,2.98130e+01
13.53,4.05088e+01
13.54,6.50655e+01
13.55,8.75205e+01
13.56,7.70375e+01
13.57,4.20712e+01
13.58,1.57325e+01
13.59,6.12787e+00
13.60,4.20872e+00
13.61,4.34099e+00
13.62,5.35159e+00
13.63,7.29039e+00
13.64,9.77994e+00
13.65,1.19240e+01
13.66,1.75831e+01
13.67,4.89735e+01
13.68,1.47391e+02
13.69,2.98235e+02
13.70,3.65629e+02
13.71,2.67885e+02
13.72,1.19807e+02
13.73,3.69968e+01
13.74,1.33046e+01
13.75,1.17367e+01
13.76,1.90270e+01
13.77,2.99987e+01
13.78,3.45118e+01
13.79,2.91176e+01
13.80,2.27437e+01
13.81,2.29138e+01
13.82,2.69021e+01
13.83,2.59587e+01
13.84,1.83266e+01
13.85,1.05621e+01
13.86,6.64911e+00
13.87,6.11459e+00
13.88,7.25627e+00
13.89,7.92185e+00
13.90,6.94402e+00
13.91,5.61682e+00
13.92,5.75153e+00
13.93,7.30825e+00
13.94,8.86007e+00
13.95,9.68326e+00
13.96,9.67812e+00
13.97,8.32605e+00
13.98,6.25460e+00
13.99,5.25009e+00
14.00,6.39525e+00
14.01,1.05249e+01
14.02,1.95572e+01
14.03,3.24395e+01
14.04,3.97334e+01
14.05,3.61494e+01
14.06,3.18503e+01
14.07,3.23580e+01
14.08,2.88321e+01
14.09,1.87444e+01
14.10,1.01512e+01
14.11,7.11580e+00
14.12,7.44737e+00
14.13,8.49682e+00
14.14,8.88104e+00
14.15,8.13026e+00
14.16,7.15832e+00
14.17,9.19400e+00
14.18,2.14424e+01
14.19,4.98628e+01
14.20,8.03439e+01
14.21,8.27270e+01
14.22,5.45524e+01
14.23,2.57954e+01
14.24,1.62177e+01
14.25,1.95404e+01
14.26,2.19215e+01
14.27,1.73326e+01
14.28,1.04104e+01
14.29,6.26575e+00
14.30,4.92111e+00
14.31,4.87471e+00
14.32,5.89905e+00
14.33,8.73272e+00
14.34,1.34999e+01
14.35,1.92998e+01
14.36,2.51406e+01
14.37,2.80064e+01
14.38,2.40470e+01
14.39,1.63026e+01
14.40,1.20354e+01
14.41,1.24670e+01
14.42,1.29751e+01
14.43,1.09787e+01
14.44,8.80067e+00
14.45,8.75101e+00
14.46,1.01629e+01
14.47,1.13515e+01
14.48,1.12165e+01
14.49,9.58712e+00
14.50,7.61280e+00
14.51,7.86121e+00
14.52,1.25966e+01
14.53,2.01753e+01
14.54,2.45306e+01
14.55,2.19964e+01
14.56,1.59452e+01
14.57,1.14068e+01
14.58,9.15986e+00
14.59,7.54620e+00
14.60,6.23632e+00
14.61,5.47017e+00
14.62,4.86674e+00
14.63,4.44441e+00
14.64,4.89278e+00
14.65,6.75855e+00
14.66,9.31902e+00
14.67,1.04077e+01
14.68,9.10892e+00
14.69,7.23414e+00
14.70,6.30906e+00
14.71,5.99353e+00
14.72,6.00055e+00
14.73,6.49809e+00
14.74,7.04473e+00
14.75,7.35213e+00
14.76,7.72829e+00
14.77,7.75854e+00
14.78,6.87674e+00
14.79,6.09654e+00
14.80,6.99795e+00
14.81,9.36840e+00
14.82,1.09036e+01
14.83,9.88042e+00
14.84,7.43917e+00
14.85,5.81368e+00
14.86,5.66746e+00
14.87,6.20256e+00
14.88,6.59156e+00
14.89,6.54211e+00
14.90,6.15941e+00
14.91,5.84753e+00
14.92,5.86778e+00
14.93,5.93442e+00
14.94,5.71494e+00
14.95,5.58216e+00
14.96,6.41174e+00
14.97,1.06122e+01
14.98,2.77245e+01
14.99,7.63903e+01
15.00,1.58151e+02
15.01,2.20363e+02
15.02,2.00790e+02
15.03,1.19395e+02
15.04,4.78282e+01
15.05,1.56431e+01
15.06,8.30288e+00
15.07,8.97300e+00
15.08,1.00747e+01
15.09,9.23691e+00
15.10,7.25683e+00
15.11,5.63870e+00
15.12,4.73282e+00
15.13,4.57415e+00
15.14,5.79584e+00
15.15,9.26151e+00
15.16,1.47339e+01
15.17,1.94932e+01
15.18,2.03089e+01
15.19,1.80411e+01
15.20,1.62915e+01
15.21,1.54072e+01
15.22,1.39797e+01
15.23,1.55729e+01
15.24,2.76641e+01
15.25,4.97780e+01
15.26,6.51093e+01
15.27,5.75961e+01
15.28,3.52398e+01
15.29,1.80990e+01
15.30,1.32131e+01
15.31,1.40758e+01
15.32,1.33200e+01
15.33,9.79105e+00
15.34,6.33096e+00
15.35,4.57914e+00
15.36,4.15835e+00
15.37,4.51466e+00
15.38,5.46451e+00
15.39,6.49056e+00
15.40,6.66290e+00
15.41,5.94761e+00
15.42,5.87819e+00
15.43,8.23922e+00
15.44,1.27960e+01
15.45,1.61744e+01
15.46,1.50697e+01
15.47,1.06457e+01
15.48,6.66485e+00
15.49,4.88101e+00
15.50,4.65367e+00
15.51,4.86964e+00
15.52,4.99176e+00
15.53,5.01047e+00
15.54,4.92632e+00
15.55,4.68372e+00
15.56,4.35768e+00
15.57,4.08723e+00
15.58,4.25358e+00
15.59,6.03408e+00
15.60,1.11620e+01
15.61,1.90987e+01
15.62,2.45106e+01
15.63,2.22681e+01
15.64,1.46301e+01
15.65,7.84586e+00
15.66,4.52655e+00
15.67,3.49733e+00
15.68,3.27405e+00
15.69,3.23869e+00
15.70,3.24173e+00
15.71,3.25848e+00
15.72,3.30176e+00
15.73,3.46612e+00
15.74,3.98309e+00
15.75,4.98827e+00
15.76,6.01746e+00
15.77,6.21028e+00
15.78,5.49238e+00
15.79,5.03856e+00
15.80,6.45024e+00
15.81,1.04810e+01
15.82,1.53539e+01
15.83,1.73869e+01
15.84,1.58900e+01
15.85,1.47871e+01
15.86,1.63600e+01
15.87,1.73790e+01
15.88,1.45143e+01
15.89,9.41031e+00
15.90,5.53922e+00
15.91,3.89579e+00
15.92,3.54587e+00
15.93,3.56617e+00
15.94,3.57456e+00
15.95,3.66210e+00
15.96,4.65593e+00
15.97,9.10363e+00
15.98,2.15152e+01
15.99,4.30700e+01
16.00,6.31195e+01
16.01,6.53393e+01
16.02,4.82720e+01
16.03,2.74850e+01
16.04,1.67699e+01
16.05,1.91998e+01
16.06,2.97606e+01
16.07,3.78403e+01
16.08,3.53568e+01
16.09,2.56152e+01
16.10,1.71986e+01
16.11,1.27297e+01
16.12,9.84570e+00
16.13,7.66108e+00
16.14,7.45082e+00
16.15,9.64319e+00
16.16,1.22518e+01
16.17,1.24722e+01
16.18,9.88232e+00
16.19,6.64931e+00
16.20,4.62523e+00
16.21,4.04899e+00
16.22,4.43336e+00
16.23,5.16258e+00
16.24,5.68324e+00
16.25,5.97030e+00
16.26,6.37791e+00
16.27,6.81479e+00
16.28,6.94546e+00
16.29,7.00074e+00
16.30,7.35360e+00
16.31,7.92661e+00
16.32,8.58764e+00
16.33,9.05462e+00
16.34,8.61350e+00
16.35,7.12296e+00
16.36,5.52547e+00
16.37,4.61505e+00
16.38,4.23159e+00
16.39,3.92380e+00
16.40,3.61664e+00
16.41,3.48015e+00
16.42,3.62837e+00
16.43,4.01771e+00
16.44,4.40097e+00
16.45,4.45113e+00
16.46,4.11648e+00
16.47,3.67971e+00
16.48,3.40276e+00
16.49,3.31658e+00
16.50,3.32441e+00
16.51,3.34976e+00
16.52,3.38540e+00
16.53,3.43849e+00
16.54,3.46445e+00
16.55,3.41278e+00
16.56,3.31410e+00
16.57,3.25157e+00
16.58,3.26437e+00
16.59,3.31749e+00
16.60,3.34945e+00
16.61,3.33425e+00
16.62,3.30225e+00
16.63,3.31925e+00
16.64,3.44185e+00
16.65,3.64102e+00
16.66,3.77359e+00
16.67,3.71590e+00
16.68,3.51623e+00
16.69,3.33018e+00
16.70,3.26000e+00
16.71,3.36238e+00
16.72,3.93703e+00
16.73,6.48185e+00
16.74,1.55896e+01
16.75,3.85378e+01
16.76,7.56946e+01
16.77,1.08374e+02
16.78,1.10466e+02
16.79,8.00384e+01
16.80,4.18713e+01
16.81,1.69352e+01
16.82,6.69169e+00
16.83,3.84921e+00
16.84,3.26842e+00
16.85,3.16040e+00
16.86,3.13296e+00
16.87,3.12734e+00
16.88,3.13985e+00
16.89,3.15750e+00
16.90,3.15886e+00
16.91,3.14610e+00
16.92,3.15518e+00
16.93,3.23479e+00
16.94,3.41402e+00
16.95,3.65451e+00
16.96,3.83937e+00
16.97,3.87494e+00
16.98,3.80359e+00
16.99,3.87912e+00
17.00,5.12465e+00
17.01,1.11756e+01
17.02,2.99738e+01
17.03,6.82859e+01
17.04,1.16193e+02
17.05,1.44307e+02
17.06,1.35680e+02
17.07,1.12676e+02
17.08,1.07869e+02
17.09,1.18356e+02
17.10,1.14101e+02
17.11,8.34239e+01
17.12,4.49845e+01
17.13,1.87603e+01
17.14,7.37410e+00
17.15,4.02408e+00
17.16,3.30414e+00
17.17,3.18017e+00
17.18,3.21780e+00
17.19,3.34724e+00
17.20,3.48065e+00
17.21,3.51952e+00
17.22,3.47364e+00
17.23,3.44709e+00
17.24,3.48005e+00
17.25,3.50461e+00
17.26,3.47924e+00
17.27,3.45348e+00
17.28,3.46966e+00
17.29,3.51035e+00
17.30,3.56652e+00
17.31,3.65613e+00
17.32,3.77518e+00
17.33,3.92255e+00
17.34,4.12082e+00
17.35,4.33927e+00
17.36,4.54188e+00
17.37,4.86519e+00
17.38,5.47120e+00
17.39,6.12950e+00
17.40,6.29769e+00
17.41,5.77757e+00
17.42,5.00620e+00
17.43,4.58081e+00
17.44,4.66378e+00
17.45,4.90188e+00
17.46,4.88722e+00
17.47,4.62357e+00
17.48,4.41332e+00
17.49,4.36867e+00
17.50,4.28718e+00
17.51,4.02560e+00
17.52,3.75325e+00
17.53,3.73277e+00
17.54,3.97975e+00
17.55,4.24974e+00
17.56,4.30232e+00
17.57,4.28728e+00
17.58,4.89538e+00
17.59,7.22762e+00
17.60,1.20181e+01
17.61,1.79867e+01
17.62,2.14637e+01
17.63,1.96437e+01
17.64,1.39340e+01
17.65,8.22816e+00
17.66,4.81643e+00
17.67,3.46052e+00
17.68,3.10391e+00
17.69,3.06894e+00
17.70,3.13023e+00
17.71,3.28992e+00
17.72,3.62591e+00
17.73,4.20978e+00
17.74,5.09042e+00
17.75,6.20811e+00
17.76,7.16520e+00
17.77,7.34421e+00
17.78,6.59177e+00
17.79,5.47121e+00
17.80,4.57132e+00
17.81,3.97877e+00
17.82,3.54684e+00
17.83,3.23213e+00
17.84,3.05453e+00
17.85,2.98698e+00
17.86,2.97150e+00
17.87,2.96698e+00
17.88,2.95978e+00
17.89,2.95135e+00
17.90,2.94516e+00
17.91,2.94166e+00
17.92,2.93916e+00
17.93,2.93629e+00
17.94,2.93314e+00
17.95,2.93072e+00
17.96,2.93001e+00
17.97,2.93165e+00
17.98,2.93705e+00
17.99,2.95350e+00
18.00,3.00015e+00
18.01,3.10023e+00
18.02,3.24674e+00
18.03,3.37414e+00
18.04,3.39929e+00
18.05,3.31160e+00
18.06,3.20288e+00
18.07,3.21162e+00
18.08,3.44524e+00
18.09,3.88361e+00
18.10,4.29690e+00
18.11,4.38018e+00
18.12,4.06091e+00
18.13,3.57748e+00
18.14,3.20715e+00
18.15,3.03580e+00
18.16,2.99631e+00
18.17,3.00324e+00
18.18,3.02442e+00
18.19,3.08331e+00
18.20,3.20930e+00
18.21,3.36790e+00
18.22,3.45603e+00
18.23,3.39947e+00
18.24,3.23587e+00
18.25,3.06742e+00
18.26,2.95893e+00
18.27,2.91000e+00
18.28,2.89411e+00
18.29,2.88356e+00
18.30,2.89207e+00
18.31,2.91786e+00
18.32,2.96803e+00
18.33,3.03144e+00
18.34,3.07314e+00
18.35,3.06355e+00
18.36,3.01329e+00
18.37,2.96543e+00
18.38,2.96134e+00
18.39,3.02683e+00
18.40,3.16684e+00
18.41,3.33868e+00
18.42,3.44937e+00
18.43,3.43027e+00
18.44,3.30777e+00
18.45,3.16301e+00
18.46,3.04821e+00
18.47,2.97779e+00
18.48,2.97254e+00
18.49,3.08397e+00
18.50,3.36893e+00
18.51,3.80365e+00
18.52,4.21255e+00
18.53,4.36166e+00
18.54,4.17014e+00
18.55,3.77561e+00
18.56,3.39268e+00
18.57,3.19962e+00
18.58,3.41943e+00
18.59,4.44456e+00
18.60,6.89199e+00
18.61,1.05550e+01
18.62,1.38495e+01
18.63,1.46288e+01
18.64,1.23440e+01
18.65,8.71249e+00
18.66,5.90912e+00
18.67,4.76428e+00
18.68,4.75418e+00
18.69,4.96805e+00
18.70,4.88620e+00
18.71,4.56290e+00
18.72,4.25927e+00
18.73,4.03457e+00
18.74,3.77827e+00
18.75,3.47866e+00
18.76,3.27202e+00
18.77,3.27121e+00
18.78,3.44405e+00
18.79,3.63654e+00
18.80,3.68409e+00
18.81,3.53349e+00
18.82,3.27260e+00
18.83,3.03412e+00
18.84,2.88650e+00
18.85,2.81956e+00
18.86,2.79568e+00
18.87,2.78948e+00
18.88,2.79693e+00
18.89,2.84621e+00
18.90,3.13604e+00
18.91,4.65096e+00
18.92,1.07839e+01
18.93,2.92200e+01
18.94,6.94328e+01
18.95,1.30699e+02
18.96,1.89615e+02
18.97,2.10487e+02
18.98,1.78589e+02
18.99,1.16137e+02
19.00,5.85150e+01
19.01,2.37401e+01
19.02,8.87244e+00
19.03,4.21028e+00
19.04,3.11655e+00
19.05,2.92820e+00
19.06,2.90767e+00
19.07,2.89387e+00
19.08,2.86180e+00
19.09,2.82320e+00
19.10,2.79364e+00
19.11,2.77826e+00
19.12,2.77406e+00
19.13,2.77655e+00
19.14,2.78269e+00
19.15,2.79054e+00
19.16,2.79775e+00
19.17,2.80153e+00
19.18,2.80162e+00
19.19,2.80191e+00
19.20,2.80574e+00
19.21,2.81031e+00
19.22,2.80891e+00
19.23,2.79930e+00
19.24,2.78700e+00
19.25,2.78015e+00
19.26,2.78385e+00
19.27,2.79974e+00
19.28,2.82726e+00
19.29,2.86201e+00
19.30,2.89454e+00
19.31,2.92053e+00
19.32,2.96169e+00
19.33,3.06760e+00
19.34,3.26740e+00
19.35,3.50286e+00
19.36,3.64113e+00
19.37,3.59501e+00
19.38,3.41210e+00
19.39,3.21171e+00
19.40,3.06446e+00
19.41,2.96663e+00
19.42,2.89465e+00
19.43,2.84109e+00
19.44,2.80797e+00
19.45,2.79322e+00
19.46,2.79026e+00
19.47,2.79311e+00
19.48,2.79864e+00
19.49,2.80896e+00
19.50,2.84408e+00
19.51,2.97213e+00
19.52,3.33409e+00
19.53,4.07953e+00
19.54,5.15439e+00
19.55,6.13134e+00
19.56,6.43475e+00
19.57,5.87527e+00
19.58,4.84963e+00
19.59,3.93845e+00
19.60,3.45570e+00
19.61,3.41662e+00
19.62,3.70616e+00
19.63,4.12551e+00
19.64,4.40126e+00
19.65,4.33583e+00
19.66,3.96692e+00
19.67,3.50917e+00
19.68,3.15098e+00
19.69,2.94600e+00
19.70,2.85453e+00
19.71,2.82083e+00
19.72,2.81112e+00
19.73,2.82446e+00
19.74,2.90734e+00
19.75,3.16764e+00
19.76,3.73228e+00
19.77,4.60277e+00
19.78,5.52496e+00
19.79,6.11527e+00
19.80,6.20286e+00
19.81,5.94575e+00
19.82,5.55023e+00
19.83,5.04491e+00
19.84,4.41494e+00
19.85,3.77413e+00
19.86,3.28304e+00
19.87,2.99645e+00
19.88,2.86215e+00
19.89,2.80766e+00
19.90,2.78874e+00
19.91,2.78533e+00
19.92,2.78710e+00
19.93,2.78680e+00
19.94,2.78038e+00
19.95,2.76911e+00
19.96,2.75843e+00
19.97,2.75315e+00
19.98,2.75337e+00
19.99,2.76267e+00
20.00,2.78641e+00
20.01,2.84176e+00
20.02,2.95146e+00
20.03,3.12038e+00
20.04,3.30338e+00
20.05,3.40961e+00
20.06,3.36964e+00
20.07,3.20559e+00
20.08,3.00965e+00
20.09,2.86244e+00
20.10,2.78394e+00
20.11,2.75225e+00
20.12,2.74095e+00
20.13,2.73580e+00
20.14,2.73310e+00
20.15,2.73518e+00
20.16,2.75164e+00
20.17,2.80738e+00
20.18,2.94742e+00
20.19,3.21311e+00
20.20,3.57879e+00
20.21,3.90773e+00
20.22,4.02250e+00
20.23,3.86141e+00
20.24,3.54276e+00
20.25,3.25350e+00
20.26,3.10164e+00
20.27,3.07982e+00
20.28,3.12422e+00
20.29,3.18212e+00
20.30,3.23744e+00
20.31,3.28728e+00
20.32,3.30916e+00
20.33,3.26981e+00
20.34,3.16606e+00
20.35,3.04260e+00
20.36,2.96768e+00
20.37,2.99526e+00
20.38,3.13694e+00
20.39,3.35119e+00
20.40,3.56407e+00
20.41,3.71493e+00
20.42,3.77679e+00
20.43,3.73393e+00
20.44,3.57827e+00
20.45,3.34458e+00
20.46,3.11482e+00
20.47,2.95896e+00
20.48,2.88534e+00
20.49,2.85548e+00
20.50,2.83377e+00
20.51,2.81835e+00
20.52,2.83606e+00
20.53,2.91559e+00
20.54,3.05529e+00
20.55,3.20372e+00
20.56,3.28151e+00
20.57,3.24386e+00
20.58,3.12159e+00
20.59,2.98905e+00
20.60,2.89830e+00
20.61,2.85483e+00
20.62,2.84619e+00
20.63,2.87982e+00
20.64,2.99446e+00
20.65,3.23071e+00
20.66,3.57030e+00
20.67,3.90326e+00
20.68,4.09280e+00
20.69,4.09440e+00
20.70,3.98225e+00
20.71,3.84527e+00
20.72,3.69948e+00
20.73,3.52059e+00
20.74,3.31568e+00
20.75,3.12793e+00
20.76,2.99171e+00
20.77,2.90746e+00
20.78,2.85497e+00
20.79,2.81921e+00
20.80,2.80173e+00
20.81,2.81226e+00
20.82,2.85343e+00
20.83,2.91530e+00
20.84,2.98584e+00
20.85,3.07926e+00
20.86,3.28077e+00
20.87,3.77167e+00
20.88,4.73803e+00
20.89,6.12495e+00
20.90,7.44859e+00
20.91,8.01663e+00
20.92,7.49748e+00
20.93,6.22670e+00
20.94,4.87298e+00
20.95,3.88525e+00
20.96,3.31616e+00
20.97,3.02485e+00
20.98,2.89196e+00
20.99,2.86447e+00
21.00,2.90893e+00
21.01,2.97744e+00
21.02,3.01595e+00
21.03,2.99598e+00
21.04,2.93192e+00
21.05,2.86269e+00
21.06,2.81601e+00
21.07,2.79571e+00
21.08,2.79714e+00
21.09,2.83108e+00
21.10,2.94566e+00
21.11,3.24916e+00
21.12,3.90093e+00
21.13,4.99306e+00
21.14,6.33922e+00
21.15,7.40856e+00
21.16,7.63528e+00
21.17,6.89314e+00
21.18,5.61044e+00
21.19,4.38912e+00
21.20,3.57352e+00
21.21,3.16593e+00
21.22,3.00916e+00
21.23,2.96122e+00
21.24,2.95082e+00
21.25,2.95848e+00
21.26,2.97952e+00
21.27,3.00061e+00
21.28,3.00618e+00
21.29,2.99993e+00
21.30,3.00532e+00
21.31,3.03773e+00
21.32,3.08412e+00
21.33,3.11898e+00
21.34,3.13468e+00
21.35,3.14332e+00
21.36,3.14847e+00
21.37,3.13298e+00
21.38,3.08549e+00
21.39,3.04831e+00
21.40,3.14400e+00
21.41,3.55451e+00
21.42,4.41561e+00
21.43,5.63025e+00
21.44,6.76181e+00
21.45,7.23827e+00
21.46,6.79658e+00
21.47,5.71523e+00
21.48,4.55566e+00
21.49,3.71367e+00
21.50,3.24465e+00
21.51,3.01653e+00
21.52,2.93093e+00
21.53,3.06916e+00
21.54,3.88370e+00
21.55,6.53583e+00
21.56,1.30403e+01
21.57,2.53034e+01
21.58,4.26446e+01
21.59,5.97532e+01
21.60,6.85874e+01
21.61,6.42765e+01
21.62,4.93607e+01
21.63,3.14948e+01
21.64,1.73306e+01
21.65,8.99980e+00
21.66,5.17077e+00
21.67,3.71682e+00
21.68,3.22061e+00
21.69,3.07926e+00
21.70,3.11240e+00
21.71,3.25166e+00
21.72,3.41662e+00
21.73,3.52968e+00
21.74,3.61430e+00
21.75,3.90217e+00
21.76,4.84716e+00
21.77,6.91942e+00
21.78,1.01312e+01
21.79,1.35961e+01
21.80,1.57524e+01
21.81,1.54205e+01
21.82,1.27807e+01
21.83,9.19864e+00
21.84,6.10648e+00
21.85,4.14363e+00
21.86,3.18247e+00
21.87,2.81957e+00
21.88,2.73043e+00
21.89,2.74120e+00
21.90,2.77344e+00
21.91,2.79588e+00
21.92,2.80593e+00
21.93,2.81975e+00
21.94,2.85088e+00
21.95,2.89622e+00
21.96,2.93360e+00
21.97,2.94419e+00
21.98,2.92193e+00
21.99,2.88372e+00
22.00,2.85435e+00
22.01,2.85581e+00
22.02,2.93597e+00
22.03,3.28337e+00
22.04,4.46137e+00
22.05,7.64946e+00
22.06,1.44351e+01
22.07,2.55808e+01
22.08,3.91600e+01
22.09,5.01286e+01
22.10,5.31037e+01
22.11,4.65792e+01
22.12,3.42310e+01
22.13,2.18213e+01
22.14,1.31052e+01
22.15,8.48369e+00
22.16,6.43037e+00
22.17,5.38512e+00
22.18,4.59152e+00
22.19,3.93792e+00
22.20,3.49764e+00
22.21,3.25920e+00
22.22,3.12223e+00
22.23,2.99822e+00
22.24,2.86591e+00
22.25,2.75085e+00
22.26,2.68069e+00
22.27,2.66249e+00
22.28,2.68506e+00
22.29,2.72833e+00
22.30,2.77165e+00
22.31,2.80258e+00
22.32,2.82377e+00
22.33,2.84982e+00
22.34,2.89210e+00
22.35,2.94263e+00
22.36,2.97403e+00
22.37,2.96000e+00
22.38,2.89872e+00
22.39,2.81603e+00
22.40,2.74573e+00
22.41,2.70660e+00
22.42,2.69481e+00
22.43,2.69329e+00
22.44,2.68652e+00
22.45,2.66942e+00
22.46,2.64190e+00
22.47,2.62011e+00
22.48,2.60822e+00
22.49,2.61640e+00
22.50,2.65548e+00
22.51,2.72862e+00
22.52,2.82042e+00
22.53,2.89630e+00
22.54,2.92042e+00
22.55,2.88067e+00
22.56,2.79786e+00
22.57,2.70999e+00
22.58,2.64757e+00
22.59,2.62096e+00
22.60,2.62493e+00
22.61,2.64963e+00
22.62,2.68712e+00
22.63,2.73115e+00
22.64,2.77566e+00
22.65,2.81677e+00
22.66,2.85613e+00
22.67,2.90039e+00
22.68,2.95549e+00
22.69,3.02170e+00
22.70,3.09226e+00
22.71,3.15620e+00
22.72,3.20502e+00
22.73,3.24127e+00
22.74,3.27955e+00
22.75,3.33173e+00
22.76,3.38602e+00
22.77,3.40535e+00
22.78,3.35603e+00
22.79,3.24219e+00
22.80,3.10861e+00
22.81,3.00688e+00
22.82,2.96174e+00
22.83,2.97062e+00
22.84,3.02927e+00
22.85,3.14553e+00
22.86,3.31844e+00
22.87,3.51314e+00
22.88,3.66475e+00
22.89,3.71759e+00
22.90,3.66358e+00
22.91,3.54387e+00
22.92,3.41502e+00
22.93,3.31340e+00
22.94,3.25320e+00
22.95,3.26733e+00
22.96,3.46294e+00
22.97,4.03425e+00
22.98,5.17765e+00
22.99,6.90843e+00
23.00,8.88536e+00
23.01,1.04349e+01
23.02,1.08804e+01
23.03,9.98755e+00
23.04,8.14393e+00
23.05,6.08558e+00
23.06,4.42514e+00
23.07,3.38685e+00
23.08,2.87250e+00
23.09,2.67194e+00
23.10,2.61202e+00
